"","isbn","year","isbndb","category"
"0451163494","0451163494",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451163494","Fiction"
"0425157164","0425157164",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425157164","Fiction"
"0449221482","0449221482",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449221482",NA
"0316154067","0316154067",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316154067",NA
"0312958455","0312958455",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312958455","Fiction"
"0515120863","0515120863",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515120863","Fiction"
"0553279912","0553279912",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553279912","Fiction"
"0345353145","0345353145",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345353145","Fiction"
"0553348973","0553348973",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553348973","Fiction"
"0446516538","0446516538",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446516538","Fiction"
"0440214041","0440214041",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440214041","Fiction"
"0679446486","0679446486",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679446486","Fiction"
"1561706213","1561706213",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1561706213","Biography & Autobiography"
"0440108268","0440108268",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440108268","Biography & Autobiography"
"044020562X","044020562X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:044020562X","Fiction"
"0140298479","0140298479",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140298479","Fiction"
"0786889020","0786889020",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786889020",NA
"0140386645","0140386645",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140386645","Juvenile Fiction"
"0345337662","0345337662",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345337662","Fiction"
"0345351525","0345351525",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345351525","Fiction"
"0553205587","0553205587",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553205587","Veterinarians"
"0449003787","0449003787",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449003787","Fiction"
"0385265700","0385265700",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385265700","Fiction"
"1573229326","1573229326",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573229326","Fiction"
"068483376X","068483376X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:068483376X","Body, Mind & Spirit"
"0385424736","0385424736",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385424736","Fiction"
"0671617028","0671617028",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671617028",NA
"0440224772","0440224772",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224772","Fiction"
"0380896931","0380896931",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380896931","Fiction"
"0553275860","0553275860",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553275860","Fiction"
"0446605239","0446605239",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446605239","Fiction"
"0553295977","0553295977",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553295977","Fiction"
"0380470845","0380470845",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380470845","Fiction"
"0671739778","0671739778",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671739778",NA
"0440212723","0440212723",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440212723","Cities and towns"
"0671016768","0671016768",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671016768","Fiction"
"0380720191","0380720191",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380720191","Fiction"
"0671646575","0671646575",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671646575","Fiction"
"0060955775","0060955775",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060955775","Fiction"
"0743224574","0743224574",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743224574","Biography & Autobiography"
"0671004549","0671004549",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671004549","Fiction"
"081297106X","081297106X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:081297106X","Biography & Autobiography"
"0802139256","0802139256",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802139256","Fiction"
"0553565915","0553565915",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553565915","Self-Help"
"055356160X","055356160X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:055356160X","Fiction"
"0345317580","0345317580",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345317580","Fiction"
"0345335287","0345335287",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345335287","Fiction"
"0345362276","0345362276",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345362276","Fiction"
"0590629808","0590629808",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590629808","Juvenile Fiction"
"0590629778","0590629778",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590629778",NA
"0380570009","0380570009",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380570009","Family & Relationships"
"0929634063","0929634063",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0929634063","Juvenile Nonfiction"
"0671695304","0671695304",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671695304","Juvenile Fiction"
"0515134384","0515134384",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515134384","Fiction"
"051512463X","051512463X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:051512463X","Fiction"
"0590629786","0590629786",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590629786",NA
"0590629794","0590629794",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590629794","Juvenile Fiction"
"0515120618","0515120618",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515120618","Fiction"
"0380812029","0380812029",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380812029",NA
"0553583077","0553583077",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553583077","Fiction"
"1551669463","1551669463",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551669463","Fiction"
"0821772252","0821772252",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0821772252","Fiction"
"0060009241","0060009241",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060009241","Fiction"
"1551668521","1551668521",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668521","Fiction"
"0312989202","0312989202",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312989202","Fiction"
"0451208293","0451208293",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451208293","Fiction"
"0060001453","0060001453",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060001453","Fiction"
"0060002050","0060002050",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060002050","Fiction"
"1551666855","1551666855",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551666855","Fiction"
"0061032093","0061032093",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061032093","Fiction"
"0553583905","0553583905",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553583905","Fiction"
"0060502312","0060502312",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060502312","Fiction"
"0743436830","0743436830",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743436830",NA
"1551668920","1551668920",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668920","Fiction"
"0451206754","0451206754",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451206754",NA
"0440236401","0440236401",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440236401","Fiction"
"038081479X","038081479X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038081479X","Fiction"
"0380811065","0380811065",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380811065","Fiction"
"0441001866","0441001866",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441001866","Juvenile Fiction"
"0515118249","0515118249",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515118249","Fiction"
"0312311354","0312311354",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312311354","Biography & Autobiography"
"0385335830","0385335830",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385335830","Fiction"
"0743262174","0743262174",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743262174","Fiction"
"0515130389","0515130389",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515130389","Fiction"
"080411935X","080411935X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:080411935X",NA
"0142004235","0142004235",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142004235","Fiction"
"0515135062","0515135062",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515135062","Fiction"
"0689859376","0689859376",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0689859376",NA
"0743412028","0743412028",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743412028",NA
"0061056774","0061056774",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061056774","Fiction"
"0425169693","0425169693",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425169693",NA
"0452269571","0452269571",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452269571","Fiction"
"051513287X","051513287X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:051513287X","Fiction"
"0618002219","0618002219",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0618002219","Juvenile Fiction"
"0804108447","0804108447",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0804108447","Fiction"
"0441117732","0441117732",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441117732","Fiction"
"055329461X","055329461X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:055329461X",NA
"0553373803","0553373803",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553373803","Fiction"
"0060392452","0060392452",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060392452","Humor"
"0590353403","0590353403",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590353403","Juvenile Fiction"
"0312263120","0312263120",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312263120","Fiction"
"0446532231","0446532231",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446532231","Humor"
"0886777844","0886777844",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886777844","Fiction"
"0385498802","0385498802",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385498802","Fiction"
"0590471570","0590471570",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590471570","Divorce"
"0449702545","0449702545",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449702545","Juvenile Fiction"
"1550223968","1550223968",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1550223968","Biography & Autobiography"
"0312291639","0312291639",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312291639","Fiction"
"0425101452","0425101452",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425101452",NA
"0684874350","0684874350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684874350","Biography & Autobiography"
"0446611212","0446611212",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611212","Fiction"
"0316168688","0316168688",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316168688","Fiction"
"0425155943","0425155943",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425155943","Fiction"
"3257229534","3257229534",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:3257229534",NA
"0440241537","0440241537",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440241537","Fiction"
"034538475X","034538475X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034538475X","Fiction"
"055327418X","055327418X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:055327418X","Fiction"
"0345419995","0345419995",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345419995","Humor"
"0886777631","0886777631",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886777631","Fiction"
"0425098648","0425098648",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425098648",NA
"0425181103","0425181103",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425181103","Fiction"
"0380718340","0380718340",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380718340",NA
"0451153553","0451153553",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451153553","Fiction"
"0142001805","0142001805",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142001805","Fiction"
"0553277839","0553277839",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553277839",NA
"0375706062","0375706062",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375706062","Fiction"
"0060981180","0060981180",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060981180",NA
"0425147622","0425147622",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425147622",NA
"0451180410","0451180410",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451180410","Fiction"
"0425143341","0425143341",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425143341","Fiction"
"0446360856","0446360856",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446360856","Fiction"
"0380400480","0380400480",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380400480","Fiction"
"1551666685","1551666685",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551666685","Fiction"
"0553582763","0553582763",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582763","Fiction"
"0425188809","0425188809",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425188809",NA
"0425092178","0425092178",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425092178","Fear"
"0345384369","0345384369",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345384369",NA
"034539657X","034539657X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034539657X","Fiction"
"0020532105","0020532105",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0020532105",NA
"0425144429","0425144429",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425144429",NA
"0312305060","0312305060",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312305060","Fiction"
"0440206707","0440206707",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440206707","Fiction"
"0425144569","0425144569",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425144569","Fiction"
"0451204948","0451204948",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451204948",NA
"0060175966","0060175966",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060175966","Biography & Autobiography"
"034545104X","034545104X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:034545104X","Fiction"
"0399146431","0399146431",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399146431","Fiction"
"0385482388","0385482388",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385482388","Fiction"
"0679733760","0679733760",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679733760","Biography & Autobiography"
"0399141146","0399141146",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399141146","Chinese Americans"
"0375706771","0375706771",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375706771","Fiction"
"0679745580","0679745580",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679745580","Social Science"
"0452260116","0452260116",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452260116","Fiction"
"0020442602","0020442602",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0020442602","Juvenile Fiction"
"0312978367","0312978367",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312978367","Fiction"
"0061098019","0061098019",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061098019",NA
"0812517725","0812517725",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812517725","Fiction"
"0399138749","0399138749",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399138749","Fiction"
"0451191145","0451191145",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451191145",NA
