make,model,VClass
MINI,Cooper Hardtop 4 door,Subcompact Cars
Mercedes-Benz,AMG S65 Coupe,Compact Cars
Chevrolet,R20 (C20) Pickup 2WD,Standard Pickup Trucks
Mercedes-Benz,AMG S65,Large Cars
Ford,Transit Connect Van FFV,Special Purpose Vehicle 2WD
Ford,Transit Connect Wagon LWB FFV,Special Purpose Vehicle 2WD
Ford,Transit Connect Wagon FFV,Special Purpose Vehicle 2WD
Mercedes-Benz,GLE450 AMG Coupe,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLE63 S,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLE63 S Coupe,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLE63,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,GLE400 4matic,Standard Sport Utility Vehicle 4WD
Tesla,Model S AWD - 90D,Large Cars
Tesla,Model S AWD - P90D,Large Cars
MINI,Cooper Hardtop 2 door,Subcompact Cars
Toyota,Tundra 2WD FFV,Standard Pickup Trucks 2WD
Mercedes-Benz,GLE300 d 4matic,Standard Sport Utility Vehicle 4WD
Chevrolet,Malibu Limited,Midsize Cars
Roush Performance,Stage 3 Mustang,Midsize Cars
BMW,340i,Compact Cars
BMW,340i xDrive,Compact Cars
McLaren Automotive,675LT Coupe,Two Seaters
Ford,Shelby GT350 Mustang,Subcompact Cars
Lexus,IS 200t,Compact Cars
Lexus,IS 300 AWD,Compact Cars
Scion,iM,Midsize Cars
Land Rover,Range Rover TDV6,Standard Sport Utility Vehicle 4WD
Land Rover,Range Rover Sport TDV6,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG G63,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,C450 AMG,Compact Cars
Toyota,Tacoma 4WD Double Cab,Small Pickup Trucks 4WD
Acura,TLX 2WD,Compact Cars
Acura,TLX 4WD,Compact Cars
Mercedes-Benz,Metris (Passenger Van),Special Purpose Vehicle 2WD
Tesla,Model X AWD - 90D,Standard Sport Utility Vehicle 4WD
Tesla,Model X AWD - P90D,Standard Sport Utility Vehicle 4WD
Ford,Focus ST FWD,Midsize Cars
Mercedes-Benz,Metris (Cargo Van),Special Purpose Vehicle 2WD
Mercedes-Benz,B250e,Midsize Cars
Hyundai,Sonata Plug-in Hybrid,Midsize Cars
Kia,Optima,Large Cars
Kia,Optima FE,Large Cars
Mercedes-Benz,AMG CLA45 4matic,Compact Cars
Ford,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 2WD
Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 2WD
Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 2WD
Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 4WD
Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 4WD
Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,Standard Pickup Trucks 4WD
Nissan,Leaf (24 kW-hr battery pack),Midsize Cars
Nissan,Leaf (30 kW-hr battery pack),Midsize Cars
BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD
Ferrari,488 GTB,Two Seaters
McLaren Automotive,570S Coupe,Two Seaters
Honda,Civic 4Dr,Midsize Cars
MINI,Cooper S Clubman,Midsize Cars
Mercedes-Benz,AMG GLA45 4matic,Midsize Station Wagons
Toyota,RAV4 Limited AWD/SE AWD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,AMG G65,Standard Sport Utility Vehicle 4WD
Toyota,RAV4 Hybrid AWD,Small Sport Utility Vehicle 4WD
Lexus,RX 450h AWD,Standard Sport Utility Vehicle 4WD
Audi,A3 e-tron,Compact Cars
Audi,A3 e-tron ultra,Compact Cars
Cadillac,ELR Sport,Subcompact Cars
Lexus,RC 200t,Subcompact Cars
Lexus,RC 300 AWD,Subcompact Cars
MINI,Cooper Clubman,Midsize Cars
Nissan,Altima SR,Midsize Cars
Lexus,GS F,Compact Cars
Mitsubishi,Lancer 4WD,Compact Cars
Lexus,GS 200t,Midsize Cars
Lexus,GS 200t F Sport,Midsize Cars
Lexus,GS 350 F Sport,Midsize Cars
Mercedes-Benz,GLC300,Small Sport Utility Vehicle 2WD
Mercedes-Benz,GLC300 4matic,Small Sport Utility Vehicle 4WD
Ferrari,F12 tdf,Two Seaters
Toyota,Prius Eco,Midsize Cars
Buick,Cascada,Subcompact Cars
Hyundai,Santa Fe Sport Ultimate AWD,Small Sport Utility Vehicle 4WD
Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD
Hyundai,Elantra SE,Midsize Cars
Tesla,Model S (70 kW-hr battery pack),Large Cars
Tesla,Model S (90 kW-hr battery pack),Large Cars
Cadillac,CT6,Large Cars
Cadillac,CT6 AWD,Large Cars
Kia,Sportage FE FWD,Small Sport Utility Vehicle 2WD
Kia,Sportage FE AWD,Small Sport Utility Vehicle 4WD
Nissan,Murano Hybrid FWD,Midsize Station Wagons
Nissan,Murano Hybrid AWD,Midsize Station Wagons
Cadillac,XT5,Small Sport Utility Vehicle 2WD
Cadillac,XT5 AWD,Small Sport Utility Vehicle 4WD
BMW,M2,Subcompact Cars
Chevrolet,Cruze,Compact Cars
Chevrolet,Cruze Premier,Compact Cars
BMW,X4 M40i,Small Sport Utility Vehicle 4WD
Honda,Civic 2Dr,Compact Cars
Rolls-Royce,Dawn,Compact Cars
BMW,330e,Compact Cars
GMC,R15 Pickup 2WD,Standard Pickup Trucks
Chrysler,Pacifica,Minivan - 2WD
Ferrari,F60 America,Two Seaters
Ford,Focus RS AWD,Midsize Cars
BMW,740i xDrive,Large Cars
Acura,RDX FWD,Small Sport Utility Vehicle 2WD
Acura,RDX AWD,Small Sport Utility Vehicle 4WD
Lamborghini,Huracan Spyder,Two Seaters
Mitsubishi,Mirage G4,Compact Cars
MINI,Cooper S Clubman All4,Midsize Cars
BMW,M4 GTS,Two Seaters
Infiniti,Q50S Red Sport,Midsize Cars
Infiniti,Q50S Red Sport  AWD,Midsize Cars
Ford,Escape FWD FFV,Small Sport Utility Vehicle 2WD
Mercedes-Benz,GLS450 4matic,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLS63,Standard Sport Utility Vehicle 4WD
BMW,Alpina B6 xDrive Gran Coupe,Compact Cars
Genesis,G80 RWD,Large Cars
Genesis,G80 AWD,Large Cars
Jaguar,F-Pace,Small Sport Utility Vehicle 4WD
Kia,Sorento AWD FE,Small Sport Utility Vehicle 4WD
Mercedes-Benz,GLS550 4matic,Standard Sport Utility Vehicle 4WD
Buick,Envision AWD,Small Sport Utility Vehicle 4WD
Jaguar,XE,Compact Cars
Honda,Ridgeline FWD,Small Pickup Trucks 2WD
Honda,Ridgeline AWD,Standard Pickup Trucks 4WD
Porsche,Macan GTS,Small Sport Utility Vehicle 4WD
GMC,R25 Pickup 2WD,Standard Pickup Trucks
Tesla,Model S (75 kW-hr battery pack),Large Cars
Tesla,Model S AWD - 75D,Large Cars
Tesla,Model X AWD - 75D,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,C300 4matic Coupe,Subcompact Cars
Acura,NSX Hybrid,Two Seaters
Mercedes-Benz,C300 Coupe,Subcompact Cars
Volkswagen,Beetle Dune,Compact Cars
Infiniti,Q50S,Midsize Cars
Infiniti,Q50S AWD,Midsize Cars
Lamborghini,Huracan 2WD,Two Seaters
Lamborghini,Huracan Spyder 2WD,Two Seaters
Toyota,86,Minicompact Cars
Jaguar,XE AWD,Compact Cars
GMC,Acadia Limited FWD,Standard Sport Utility Vehicle 2WD
GMC,Acadia Limited AWD,Standard Sport Utility Vehicle 4WD
Land Rover,Range Rover Evoque Convertible,Small Sport Utility Vehicle 4WD
Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD
Fiat,124 Spider,Two Seaters
Genesis,G90 AWD,Large Cars
Genesis,G90 RWD,Large Cars
Volvo,S90 FWD,Midsize Cars
Volvo,S90 AWD,Midsize Cars
Ford,Mustang Performance Package,Subcompact Cars
Mercedes-Benz,E300,Midsize Cars
Mercedes-Benz,E300 4matic,Midsize Cars
Acura,MDX FWD,Small Sport Utility Vehicle 2WD
Acura,MDX AWD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,SL450,Two Seaters
Mercedes-Benz,AMG S63 4matic Convertible,Subcompact Cars
Maserati,Ghibli V6 SQ4 AWD,Midsize Cars
Maserati,Ghibli S RWD,Midsize Cars
Chevrolet,V10 (K10) Pickup 4WD,Standard Pickup Trucks
Maserati,Levante S,Standard Sport Utility Vehicle 4WD
Maserati,Levante,Standard Sport Utility Vehicle 4WD
Porsche,Cayenne Platinum,Standard Sport Utility Vehicle 4WD
Ferrari,F12 Berlinetta,Two Seaters
Mercedes-Benz,S550 Convertible,Subcompact Cars
Ferrari,GTC4Lusso,Minicompact Cars
Porsche,911 R,Minicompact Cars
Acura,TLX FWD,Compact Cars
Chevrolet,V20 Pickup 4WD,Standard Pickup Trucks
Buick,Envision FWD,Small Sport Utility Vehicle 2WD
Mercedes-Benz,SLC300,Two Seaters
Mercedes-Benz,AMG SLC43,Two Seaters
Porsche,Macan,Small Sport Utility Vehicle 4WD
Jeep,Grand Cherokee SRT 4WD,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLE43 4matic Coupe,Standard Sport Utility Vehicle 4WD
Dodge,Power Ram50 4WD,Standard Pickup Trucks
BMW,230i Coupe,Subcompact Cars
BMW,230i xDrive Coupe,Subcompact Cars
BMW,230i Convertible,Subcompact Cars
BMW,230i xDrive Convertible,Subcompact Cars
BMW,430i Convertible,Subcompact Cars
BMW,430i xDrive Convertible,Subcompact Cars
Toyota,Yaris iA,Subcompact Cars
BMW,330i xDrive,Compact Cars
BMW,430i Coupe,Compact Cars
BMW,430i xDrive Coupe,Compact Cars
BMW,430i Gran Coupe,Compact Cars
BMW,430i xDrive Gran Coupe,Compact Cars
Chevrolet,Cruze Hatchback,Midsize Cars
Chevrolet,Cruze Premier Hatchback,Midsize Cars
BMW,330i xDrive Gran Turismo,Large Cars
BMW,Alpina B7 xDrive,Large Cars
BMW,330i xDrive Sports Wagon,Small Station Wagons
Bentley,Bentayga,Standard Sport Utility Vehicle 4WD
Ferrari,488 Spider,Two Seaters
Mercedes-Benz,AMG GT,Two Seaters
BMW,M240i Coupe,Subcompact Cars
BMW,M240i Convertible,Subcompact Cars
BMW,440i Convertible,Subcompact Cars
Infiniti,Q60S Red Sport,Subcompact Cars
Infiniti,Q60S Red Sport AWD,Subcompact Cars
BMW,440i Coupe,Compact Cars
BMW,440i Gran Coupe,Compact Cars
Ferrari,Mondial,Minicompact Cars
BMW,i3 BEV (60  Amp-hour battery),Subcompact Cars
BMW,i3 BEV (94 Amp-hour battery),Subcompact Cars
BMW,M240i xDrive Coupe,Subcompact Cars
BMW,M240i xDrive Convertible,Subcompact Cars
BMW,440i xDrive Convertible,Subcompact Cars
Audi,A4 Ultra,Compact Cars
BMW,440i xDrive Coupe,Compact Cars
BMW,440i xDrive Gran Coupe,Compact Cars
BMW,340i xDrive Gran Turismo,Large Cars
Lincoln,Continental  AWD,Large Cars
Lincoln,Continental  FWD,Large Cars
Audi,A4 allroad quattro,Small Station Wagons
Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD
BMW,740e xDrive,Large Cars
Ferrari,LaFerrari Aperta,Two Seaters
Mercedes-Benz,S65 AMG Convertible,Subcompact Cars
Infiniti,QX30,Compact Cars
Infiniti,QX30 AWD,Compact Cars
Mercedes-Benz,Maybach S600,Large Cars
Mercedes-Benz,AMG C63 S Coupe,Subcompact Cars
Mercedes-Benz,AMG C63 Coupe,Subcompact Cars
Toyota,Corolla iM,Midsize Cars
Nissan,Titan 4WD  PRO4X,Standard Pickup Trucks 4WD
McLaren Automotive,570GT,Two Seaters
Aston Martin,Vanquish S Zagato,Minicompact Cars
Mercedes-Benz,C300 4matic Convertible,Subcompact Cars
Mercedes-Benz,C300 Convertible,Subcompact Cars
Honda,HR-V FWD,Small Station Wagons
Honda,HR-V AWD,Small Station Wagons
Tesla,Model S AWD - 60D,Large Cars
Tesla,Model S AWD - P100D,Large Cars
Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD
Chevrolet,Bolt EV,Small Station Wagons
GMC,V15 Pickup 4WD,Standard Pickup Trucks
MINI,Cooper Clubman All4,Midsize Cars
Mercedes-Benz,Maybach S550 4matic,Large Cars
Ford,F150 4WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 4WD
BMW,i3 REX  (94 Amp-hour battery),Subcompact Cars
Volkswagen,Beetle Dune Convertible,Subcompact Cars
Bentley,Mulsanne EWB,Midsize Cars
Honda,Civic 5Dr,Large Cars
Honda,Civic 5Dr Sport,Large Cars
Volkswagen,Golf Alltrack,Small Station Wagons
Volkswagen,Golf SportWagen 4motion,Small Station Wagons
Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,Standard Pickup Trucks 2WD
Ford,F150 2.7L 2WD GVWR>6649 LBS,Standard Pickup Trucks 2WD
Ford,F150 3.5L 2WD GVWR>7599 LBS,Standard Pickup Trucks 2WD
Ford,F150 2WD BASE PAYLOAD LT TIRE,Standard Pickup Trucks 2WD
Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,Standard Pickup Trucks 4WD
Ford,F150 2.7L 4WD GVWR>6799 LBS,Standard Pickup Trucks 4WD
Ford,F150 RAPTOR 4WD,Standard Pickup Trucks 4WD
Ford,F150 3.5L 4WD GVWR>7599 LBS,Standard Pickup Trucks 4WD
Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,Standard Pickup Trucks 4WD
Nissan,Frontier 2WD FFV,Small Pickup Trucks 2WD
Nissan,Frontier 4WD FFV,Small Pickup Trucks 4WD
GMC,V25 Pickup 4WD,Standard Pickup Trucks
Dodge,Challenger SRT,Midsize Cars
Subaru,Impreza 4-Door,Midsize Cars
Subaru,Impreza Sport 4-Door,Midsize Cars
Dodge,Charger SRT,Large Cars
Subaru,Impreza 5-Door,Small Station Wagons
Subaru,Impreza Sport 5-Door,Small Station Wagons
Mercedes-Benz,AMG C63 S Convertible,Subcompact Cars
Mercedes-Benz,AMG C63 Convertible,Subcompact Cars
Mercedes-Benz,AMG C43 4matic Coupe,Subcompact Cars
Mercedes-Benz,AMG C43 4matic Convertible,Subcompact Cars
Mercedes-Benz,AMG C43 4matic,Compact Cars
Alfa Romeo,Giulia,Midsize Cars
Mercedes-Benz,AMG E43 4matic,Midsize Cars
MINI,John Cooper Works Clubman All4,Midsize Cars
Mercedes-Benz,AMG GLC43 4matic Coupe,Small Sport Utility Vehicle 4WD
Kia,Optima Plug-in Hybrid,Midsize Cars
Lamborghini,Aventador Roadster LP740-4,Two Seaters
Lamborghini,Aventador Coupe LP740-4,Two Seaters
Jeep,J-10 Pickup Truck 4WD,Standard Pickup Trucks
Volvo,V90 CC AWD,Midsize Station Wagons
Toyota,Highlander,Small Sport Utility Vehicle 2WD
Toyota,Highlander LE/XLE/SE/LTD,Small Sport Utility Vehicle 2WD
Mercedes-Benz,AMG GLC43 4matic,Small Sport Utility Vehicle 4WD
Toyota,Highlander AWD LE,Standard Sport Utility Vehicle 4WD
Hyundai,Ioniq Electric,Midsize Cars
Jeep,J-20 Pickup Truck 4WD,Standard Pickup Trucks
Chevrolet,Spark ACTIV,Subcompact Cars
Honda,Pilot FWD,Small Sport Utility Vehicle 2WD
Honda,CR-V FWD,Small Sport Utility Vehicle 2WD
Honda,Pilot AWD,Small Sport Utility Vehicle 4WD
Honda,CR-V AWD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,GLC300 4matic Coupe,Small Sport Utility Vehicle 4WD
Hyundai,Ioniq,Large Cars
Hyundai,Ioniq Blue,Large Cars
Kia,Niro,Small Station Wagons
BMW,X5 xDrive 35d,Standard Sport Utility Vehicle 4WD
Chrysler,Pacifica Plug-in Hybrid,Minivan - 2WD
Kia,Niro Touring,Small Station Wagons
Kia,Niro FE,Small Station Wagons
Porsche,Macan Turbo Kit,Small Sport Utility Vehicle 4WD
Mercedes-Benz,C350e,Compact Cars
Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD
MINI,Cooper Countryman All4,Midsize Cars
BMW,M760i xDrive,Large Cars
Nissan,Rogue Hybrid  FWD,Small Sport Utility Vehicle 2WD
Nissan,Rogue Hybrid  AWD,Small Sport Utility Vehicle 4WD
Alfa Romeo,Giulia AWD,Midsize Cars
Nissan,Sentra Nismo,Midsize Cars
Toyota,Prius Prime,Midsize Cars
Dodge,Challenger GT,Midsize Cars
Jeep,New Compass 4WD,Small Sport Utility Vehicle 4WD
Mercedes-Benz,AMG GLE43 4matic,Standard Sport Utility Vehicle 4WD
Mercedes-Benz,G550 4x4 (Special Off-Road Model),Standard Sport Utility Vehicle 4WD
BMW,530i xDrive,Midsize Cars
BMW,540i,Midsize Cars
BMW,540i xDrive,Midsize Cars
Jeep,New Compass 2WD,Small Sport Utility Vehicle 2WD
MINI,Cooper S Countryman,Midsize Cars
MINI,Cooper Countryman,Midsize Cars
MINI,Cooper S Countryman All4,Midsize Cars
Acura,MDX Hybrid AWD,Small Sport Utility Vehicle 4WD
Audi,A5 Sportback quattro,Midsize Cars
Audi,S5 Sportback,Midsize Cars
Mercedes-Benz,E400 4matic (station wagon),Midsize Station Wagons
Porsche,Panamera 4 Executive,Large Cars
BMW,M550i xDrive,Midsize Cars
Chevrolet,Colorado ZR2 4WD,Small Pickup Trucks 4WD
Tesla,Model S AWD - 100D,Large Cars
MINI,JCW Countryman All4,Midsize Cars
Nissan,Rogue Sport,Small Station Wagons
Nissan,Rogue Sport AWD,Small Station Wagons
Cadillac,CT6 Plug-In,Midsize Cars
Hyundai,Sonata SE,Large Cars
Nissan,Van(cargo),Vans
Mitsubishi,Van,Vans
Toyota,Cargo Van 4WD,Vans
Nissan,Van (passenger),Vans
Mitsubishi,Wagon,Vans
Toyota,Van 4WD,Vans
Chevrolet,R10 Suburban 2WD,Special Purpose Vehicle 2WD
Dodge,Caravan/Grand Caravan/Ram Van 2WD,Special Purpose Vehicle 2WD
GMC,R15 Suburban 2WD,Special Purpose Vehicle 2WD
American Motors Corporation,Eagle 4WD,Special Purpose Vehicles
Chevrolet,V10 (K10) Blazer 4WD,Special Purpose Vehicles
Chevrolet,V10 (K10) Suburban 4WD,Special Purpose Vehicles
Dodge,Raider,Special Purpose Vehicles
GMC,V15 Jimmy 4WD,Special Purpose Vehicles
GMC,V15 Suburban 4WD,Special Purpose Vehicles
Jeep,Grand Wagoneer 4WD,Special Purpose Vehicles
Pontiac,Firefly,Minicompact Cars
Suzuki,Samurai Hardtop,Special Purpose Vehicles
Dodge,Dakota Cab Chassis 2WD,Special Purpose Vehicle 2WD
Toyota,Cab/Chassis 2WD,Special Purpose Vehicle 2WD
Aurora Cars Ltd,Aurora,Two Seaters
Buick,Reatta,Two Seaters
Maserati,Q,Two Seaters
Chevrolet,Sprint Metro,Minicompact Cars
Dacia,Coupe,Minicompact Cars
Dacia,Sedan,Minicompact Cars
Porsche,928 S4,Minicompact Cars
Porsche,944 S,Minicompact Cars
Porsche,944 Turbo,Minicompact Cars
Audi,80/90,Subcompact Cars
Audi,80/90 quattro,Subcompact Cars
Daihatsu,Charade,Subcompact Cars
Ford,Festiva,Subcompact Cars
Jaguar,XJ-S,Subcompact Cars
Suzuki,SA310,Minicompact Cars
Toyota,Tercel EZ,Subcompact Cars
Yugo,GV,Subcompact Cars
Sterling,827,Compact Cars
Mercedes-Benz,300SE,Compact Cars
Mitsubishi,Galant Sigma,Compact Cars
Oldsmobile,Cutlass Calais,Compact Cars
Pontiac,Lemans,Compact Cars
BMW,7 Series,Midsize Cars
Chrysler,New Yorker Turbo,Midsize Cars
Chrysler,New Yorker/5th Avenue,Midsize Cars
CX Automotive,CX 25 GTI,Midsize Cars
Merkur,Scorpio,Midsize Cars
Mazda,626/MX-6,Midsize Cars
Mercedes-Benz,300SEL,Midsize Cars
Oldsmobile,Cutlass Supreme Classic,Midsize Cars
Eagle,Renault Medallion Sedan,Midsize Cars
BMW,750 Series,Large Cars
CX Automotive,CX 25 Prestige,Large Cars
"JBA Motorcars, Inc.",W-126/4 Series,Large Cars
Oldsmobile,Ninety-Eight/Touring,Large Cars
Eagle,Premier,Large Cars
Dodge,Colt Wagon,Small Station Wagons
Mazda,323 Wagon,Small Station Wagons
Mitsubishi,Mirage Wagon,Small Station Wagons
Dacia,Station Wagon,Small Station Wagons
Plymouth,Colt Wagon,Small Station Wagons
Toyota,Corolla All-Trac Wagon,Small Station Wagons
Volkswagen,Fox Wagon,Small Station Wagons
CX Automotive,Cxestate,Midsize-Large Station Wagons
Eagle,Renault Medallion Wagon,Midsize-Large Station Wagons
Mazda,B2200/B2600,Small Pickup Trucks
Ford,Courier Pickup 4WD,Small Pickup Trucks
Mazda,B2600 4x4,Small Pickup Trucks
Isuzu,Pickup 2WD 1-Ton,Standard Pickup Trucks
Nissan,Van (cargo),Vans
Toyota,Van 2WD (cargo),Vans
Toyota,Van 4WD (cargo),Vans
Toyota,Van 2WD (passenger),Vans
Toyota,Van 4WD (passenger),Vans
Chrysler,Town and Country,Special Purpose Vehicle 2WD
Grumman Allied Industries,LLV,Special Purpose Vehicle 2WD
Eagle,Wagon 4WD,Special Purpose Vehicles
Chevrolet,V10 Blazer 4WD,Special Purpose Vehicles
Chevrolet,V10 Suburban 4WD,Special Purpose Vehicles
Subaru,Justy 4WD,Special Purpose Vehicles
Cadillac,Commercial Chassis,Special Purpose Vehicle 2WD
Chrysler,TC By,Two Seaters
Environmental Rsch and Devp Corp,ERD 1,Two Seaters
Evans Automobiles,Series I,Two Seaters
Maserati,Karif,Two Seaters
Maserati,Spyder,Two Seaters
Maserati,225,Minicompact Cars
Maserati,222E,Minicompact Cars
Porsche,944 S2,Minicompact Cars
Audi,4000s,Subcompact Cars
BMW,325i Convertible,Subcompact Cars
BMW,325ix,Subcompact Cars
BMW,635csi,Subcompact Cars
Chevrolet,Turbo Sprint,Subcompact Cars
Daihatsu,Charade E,Subcompact Cars
Nissan,240SX,Subcompact Cars
Dodge,Shadow Convertible,Subcompact Cars
Ferrari,Mondial T/Cabriolet,Subcompact Cars
Geo,Metro LSI,Subcompact Cars
Geo,Spectrum,Subcompact Cars
Cadillac,Fleetwood Brougham (RWD),Large Cars
Maserati,430,Subcompact Cars
Pontiac,20th Anniversary Trans Am,Subcompact Cars
Plymouth,Sundance Convertible,Subcompact Cars
Pontiac,Turbo Firefly,Subcompact Cars
Saleen,SSC,Subcompact Cars
Subaru,Justy 4WD,Subcompact Cars
Suzuki,Swift GA,Subcompact Cars
Suzuki,Swift GTI,Subcompact Cars
BMW,535i,Compact Cars
Eagle,Summit,Compact Cars
Ford,Probe,Compact Cars
Mitsubishi,Sigma,Compact Cars
Peugeot,405 Sedan,Compact Cars
Dodge,CSX,Compact Cars
Pontiac,Grand Prix Turbo,Midsize Cars
Audi,100,Midsize Cars
Audi,100 quattro,Midsize Cars
Audi,200,Midsize Cars
Audi,200 quattro,Midsize Cars
BMW,735i,Midsize Cars
BMW,735il,Midsize Cars
Chevrolet,Corsica,Midsize Cars
Eagle,Medallion Sedan,Midsize Cars
Maserati,228,Midsize Cars
Volvo,760,Midsize Cars
Chrysler,New Yorker Fifth Avenue/Imperial,Large Cars
Mercedes-Benz,300SEL,Large Cars
Audi,100 Wagon,Midsize-Large Station Wagons
Audi,200 quattro Wagon,Midsize-Large Station Wagons
Eagle,Medallion Wagon,Midsize-Large Station Wagons
Volvo,760 Wagon,Midsize-Large Station Wagons
Ford,LTD Crown Victoria/Country Squire Wagon,Midsize-Large Station Wagons
Mazda,B2600i 4x4,Small Pickup Trucks
Chevrolet,C2500 Pickup 2WD,Standard Pickup Trucks
GMC,C2500 Sierra 2WD,Standard Pickup Trucks
Chevrolet,K2500 Pickup 4WD,Standard Pickup Trucks
GMC,K2500 Sierra 4WD,Standard Pickup Trucks
GMC,S15 Pickup 4WD,Standard Pickup Trucks
Renault,18i 4DR Wagon,Small Station Wagons
Chevrolet,R1500 Suburban 2WD,Special Purpose Vehicle 2WD
GMC,R1500 Suburban 2WD,Special Purpose Vehicle 2WD
Chevrolet,Blazer V1500 4WD,Special Purpose Vehicles
Chevrolet,Suburban V1500 4WD,Special Purpose Vehicles
Dodge,Colt Wagon 4WD,Special Purpose Vehicles
Jeep,Wagoneer Limited 4WD,Special Purpose Vehicles
Geo,Tracker Hardtop 4WD,Special Purpose Vehicles
GMC,S15 Jimmy 4WD,Special Purpose Vehicles
GMC,Jimmy V1500 4WD,Special Purpose Vehicles
GMC,Suburban V1500 4WD,Special Purpose Vehicles
Laforza Automobile Inc,Laforza,Special Purpose Vehicles
Mitsubishi,Space Wagon 4WD,Special Purpose Vehicles
Mazda,MPV 4WD,Special Purpose Vehicles
Plymouth,Colt Wagon 4WD,Special Purpose Vehicles
Suzuki,Sidekick Convertible 4WD,Special Purpose Vehicles
General Motors,Coachbuilder Wagon,Special Purpose Vehicle 2WD
Chevrolet,Twin-Turbo Corvette,Two Seaters
Chrysler,TC By Convertible,Two Seaters
Consulier Industries Inc,Consulier GTP,Two Seaters
Evans Automobiles,Series 1,Two Seaters
Ferrari,F 40,Two Seaters
Audi,Coupe quattro,Subcompact Cars
Audi,80,Subcompact Cars
Audi,80 quattro,Subcompact Cars
Audi,90,Subcompact Cars
Audi,90 quattro 20v,Subcompact Cars
Dodge,Omni,Subcompact Cars
Geo,Storm,Subcompact Cars
Infiniti,M30,Subcompact Cars
Plymouth,Horizon,Subcompact Cars
Rolls-Royce,Corniche III,Subcompact Cars
Peugeot,505 Wagon,Midsize-Large Station Wagons
Volkswagen,Corrado,Subcompact Cars
Yugo,GV Plus/GV/Cabrio,Subcompact Cars
Isuzu,Stylus,Compact Cars
Lexus,ES 250,Compact Cars
Mazda,323/323 Protege,Compact Cars
Mercedes-Benz,300E 2.6,Compact Cars
Subaru,Legacy 4WD,Compact Cars
Subaru,Loyale 4WD Turbo,Compact Cars
Pontiac,Grand Prix Ste Turbo,Midsize Cars
Audi,V8,Midsize Cars
Chrysler,LeBaron Landau,Midsize Cars
Mercedes-Benz,350SDL Turbo,Midsize Cars
Oldsmobile,Trofeo/Toronado,Midsize Cars
Volvo,740 16-Valve,Midsize Cars
Dodge,Monaco,Large Cars
Subaru,Legacy Wagon 4WD,Small Station Wagons
Subaru,Loyale Wagon 4WD Turbo,Small Station Wagons
Peugeot,405 Station Wagon,Midsize-Large Station Wagons
Volvo,740 16-Valve Wagon,Midsize-Large Station Wagons
Buick,Estate Wagon,Midsize-Large Station Wagons
Nissan,Hardbody 2WD,Small Pickup Trucks
Nissan,Hardbody 4WD,Standard Pickup Trucks
Chevrolet,Lumina/APV Minivan 2WD,Special Purpose Vehicle 2WD
Nissan,Axxess,Special Purpose Vehicle 2WD
Suzuki,Sidekick 2WD,Special Purpose Vehicle 2WD
Daihatsu,Rocky 4WD,Special Purpose Vehicles
Nissan,Axxess AWD,Special Purpose Vehicles
Dodge,Raider 4WD,Special Purpose Vehicles
Jeep,Wagoneer 4WD,Special Purpose Vehicles
Geo,Tracker 4WD,Special Purpose Vehicles
Subaru,Loyale Wagon 4WD,Special Purpose Vehicles
Subaru,Loyale 4WD,Special Purpose Vehicles
Buick,Coachbuilder Wagon,Special Purpose Vehicle 2WD
Chrysler,TC by Maserati,Two Seaters
Ferrari,F40,Two Seaters
Porsche,Carrera 4,Two Seaters
Goldacre,Goldacre Limited,Two Seaters
Porsche,Carrera,Two Seaters
Lotus,Elan,Two Seaters
